Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Indistinguishable Proteins	Beads_1 Intensity	Beads_1 MaxLFQ Intensity	Beads_1 Spectral Count	Beads_1 Unique Spectral Count	Beads_1 Total Spectral Count	Beads_2 Intensity	Beads_2 MaxLFQ Intensity	Beads_2 Spectral Count	Beads_2 Unique Spectral Count	Beads_2 Total Spectral Count	Beads_3 Intensity	Beads_3 MaxLFQ Intensity	Beads_3 Spectral Count	Beads_3 Unique Spectral Count	Beads_3 Total Spectral Count	NosH_1 Intensity	NosH_1 MaxLFQ Intensity	NosH_1 Spectral Count	NosH_1 Unique Spectral Count	NosH_1 Total Spectral Count	NosH_2 Intensity	NosH_2 MaxLFQ Intensity	NosH_2 Spectral Count	NosH_2 Unique Spectral Count	NosH_2 Total Spectral Count	NosH_3 Intensity	NosH_3 MaxLFQ Intensity	NosH_3 Spectral Count	NosH_3 Unique Spectral Count	NosH_3 Total Spectral Count
A0A068U557	A0A068U557	A0A068U557_COFCA	GSCOC_T00015218001	100	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein	1.0	1.0	1	1	1	1		188434.0	188434.0	1	1	1	174425.0	174425.0	1	1	1	178066.0	178066.0	1	1	1	209801.0	209801.0	1	1	1	254225.0	254225.0	1	1	1	291415.0	291415.0	1	1	1
A0A068U587	A0A068U587	A0A068U587_COFCA	GSCOC_T00040267001	100	Homo sapiens	1:Experimental evidence at protein level	mannose-6-phosphate isomerase	1.0	1.0	1	1	1	1		260681.0	260681.0	1	1	1	227101.0	227101.0	1	1	1	219890.0	219890.0	1	1	1	492738.0	492738.0	1	1	1	524064.0	524064.0	1	1	1	465984.0	465984.0	1	1	1
A0A068U5C1	A0A068U5C1	A0A068U5C1_COFCA	GSCOC_T00041939001	100	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein	1.0	1.0	1	1	1	1		44239.1	44239.1	1	1	1	47940.9	47940.9	1	1	1	53063.8	53063.8	1	1	1	26617.9	26617.9	1	1	1	40133.7	40133.7	1	1	1			1	1	1
A0A068U5R5	A0A068U5R5	A0A068U5R5_COFCA	GSCOC_T00016317001	100	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein	1.0	1.0	1	1	1	1		69519.5	69519.5	1	1	1	70385.7	70385.7	1	1	1	56942.1	56942.1	1	1	1	199429.0	199429.0	1	1	1	267357.0	267357.0	1	1	1	196087.0	196087.0	1	1	1
A0A068U5X1;A0A068U8G4	A0A068U5X1;A0A068U8G4	A0A068U5X1_COFCA;A0A068U8G4_COFCA	GSCOC_T00016404001;GSCOC_T00016406001	100	Homo sapiens	1:Experimental evidence at protein level	Membrane protein of ER body-like protein	1.0	1.0	1	1	1	1		176477.0	176477.0	1	1	1	88036.9	88036.9	1	1	1	235381.0	235381.0	1	1	1			1	1	1	54162.1	54162.1	1	1	1			1	1	1
A0A068U682	A0A068U682	A0A068U682_COFCA	GSCOC_T00016604001	100	Homo sapiens	1:Experimental evidence at protein level	Peroxidase	1.0	1.0	1	1	1	1		26467.2	26467.2	1	1	1			1	1	1	24947.4	24947.4	1	1	1	64718.3	64718.3	1	1	1	58389.7	58389.7	1	1	1	26066.5	26066.5	1	1	1
A0A068U6A1;A0A068UD46;A0A068UEQ5	A0A068U6A1;A0A068UD46;A0A068UEQ5	A0A068U6A1_COFCA;A0A068UD46_COFCA;A0A068UEQ5_COFCA	GSCOC_T00016573001;GSCOC_T00021494001;GSCOC_T00021495001	100	Homo sapiens	1:Experimental evidence at protein level	glutathione transferase	1.0	1.0	1	1	1	1		111002.0	111002.0	1	1	1	36891.4	36891.4	1	1	1	29625.6	29625.6	1	1	1	203506.0	203506.0	1	1	1	149847.0	149847.0	1	1	1	110719.0	110719.0	1	1	1
A0A068U6J8;A0A068VI39;A0A068VIQ8	A0A068U6J8;A0A068VI39;A0A068VIQ8	A0A068U6J8_COFCA;A0A068VI39_COFCA;A0A068VIQ8_COFCA	GSCOC_T00011981001;GSCOC_T00012819001;GSCOC_T00016454001	100	Homo sapiens	1:Experimental evidence at protein level	60S ribosomal protein L32	1.0	1.0	1	1	1	1		54830.5	54830.5	1	1	1			1	1	1	7693.5	7693.5	1	1	1	13798.7	13798.7	1	1	1			1	1	1	16276.2	16276.2	1	1	1
A0A068U6N4	A0A068U6N4	A0A068U6N4_COFCA	GSCOC_T00041783001	100	Homo sapiens	1:Experimental evidence at protein level	Fe2OG dioxygenase domain-containing protein	1.0	1.0	1	1	1	1		559876.0	559876.0	1	1	1	1226670.0	1226670.0	1	1	1	1445420.0	1445420.0	1	1	1	276996000.0	276996000.0	1	1	1			1	1	1	316890000.0	316890000.0	1	1	1
A0A068U6R1	A0A068U6R1	A0A068U6R1_COFCA	GSCOC_T00016533001	100	Homo sapiens	1:Experimental evidence at protein level	Glyoxylate/succinic semialdehyde reductase 1	1.0	1.0	1	1	1	1		751421.0	751421.0	1	1	1	810792.0	810792.0	1	1	1	690516.0	690516.0	1	1	1	421306.0	421306.0	1	1	1	498138.0	498138.0	1	1	1	493642.0	493642.0	1	1	1
A0A068U7C7	A0A068U7C7	A0A068U7C7_COFCA	GSCOC_T00015916001	100	Homo sapiens	1:Experimental evidence at protein level	glutathione transferase	1.0	1.0	1	1	1	1		44901.5	44901.5	1	1	1	8285.98	8285.98	1	1	1	7106.91	7106.91	1	1	1	27750.5	27750.5	1	1	1	41080.2	41080.2	1	1	1			1	1	1
A0A068U7C8	A0A068U7C8	A0A068U7C8_COFCA	GSCOC_T00017797001	100	Homo sapiens	1:Experimental evidence at protein level	HTH myb-type domain-containing protein	1.0	1.0	1	1	1	1		112382.0	112382.0	1	1	1	730663.0	730663.0	1	1	1	172877.0	172877.0	1	1	1	2510050.0	2510050.0	1	1	1	2881650.0	2881650.0	1	1	1	1223660.0	1223660.0	1	1	1
A0A068U7D0	A0A068U7D0	A0A068U7D0_COFCA	GSCOC_T00017851001	100	Homo sapiens	1:Experimental evidence at protein level	Plastid lipid-associated protein/fibrillin conserved domain-containing protein	1.0	1.0	1	1	1	1		52443.7	52443.7	1	1	1			1	1	1	56944.7	56944.7	1	1	1	449927.0	449927.0	1	1	1	531019.0	531019.0	1	1	1	456638.0	456638.0	1	1	1
A0A068U7F0	A0A068U7F0	A0A068U7F0_COFCA	GSCOC_T00017408001	100	Homo sapiens	1:Experimental evidence at protein level	Plasma membrane-associated cation-binding protein 1	1.0	1.0	1	1	1	1		267662.0	267662.0	1	1	1	274944.0	274944.0	1	1	1	229419.0	229419.0	1	1	1	820610.0	820610.0	1	1	1	989752.0	989752.0	1	1	1	864986.0	864986.0	1	1	1
A0A068U7J6;A0A068U7K2	A0A068U7J6;A0A068U7K2	A0A068U7J6_COFCA;A0A068U7K2_COFCA	GSCOC_T00017906001;GSCOC_T00017911001	100	Homo sapiens	1:Experimental evidence at protein level	Inositol-1-monophosphatase	1.0	1.0	1	1	1	1		86595.3	86595.3	1	1	1	84663.4	84663.4	1	1	1	81337.9	81337.9	1	1	1	103870.0	103870.0	1	1	1	98375.9	98375.9	1	1	1	117212.0	117212.0	1	1	1
A0A068U7M4	A0A068U7M4	A0A068U7M4_COFCA	PFK	100	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent 6-phosphofructokinase	1.0	1.0	1	1	1	1		1191670.0	1191670.0	1	1	1	1086570.0	1086570.0	1	1	1	1010230.0	1010230.0	1	1	1	495808.0	495808.0	1	1	1	535141.0	535141.0	1	1	1	538665.0	538665.0	1	1	1
A0A068U890	A0A068U890	A0A068U890_COFCA	GSCOC_T00017801001	100	Homo sapiens	1:Experimental evidence at protein level	Aminomethyltransferase	1.0	1.0	1	1	1	1		2919110.0	2919110.0	1	1	1	2802400.0	2802400.0	1	1	1	2424860.0	2424860.0	1	1	1	3610190.0	3610190.0	1	1	1	3670910.0	3670910.0	1	1	1	3132500.0	3132500.0	1	1	1
A0A068U8U1	A0A068U8U1	A0A068U8U1_COFCA	GSCOC_T00016561001	100	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein	1.0	1.0	1	1	1	1		108469.0	108469.0	1	1	1			1	1	1	47846.1	47846.1	1	1	1			1	1	1			1	1	1	185131.0	185131.0	1	1	1
A0A068U8U1;A0A068VCK3	A0A068U8U1;A0A068VCK3	A0A068U8U1_COFCA;A0A068VCK3_COFCA	GSCOC_T00006614001;GSCOC_T00016561001	100	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein	1.0	1.0	1	1	1	1		167115.0	167115.0	1	1	1	125473.0	125473.0	1	1	1	154384.0	154384.0	1	1	1	189346.0	189346.0	1	1	1	201076.0	201076.0	1	1	1	185636.0	185636.0	1	1	1
A0A068U968	A0A068U968	A0A068U968_COFCA	GSCOC_T00018773001	100	Homo sapiens	1:Experimental evidence at protein level	Probable 6-phosphogluconolactonase	1.0	1.0	1	1	1	1		32711.1	32711.1	1	1	1	20304.9	20304.9	1	1	1	32301.7	32301.7	1	1	1	19333.5	19333.5	1	1	1	23918.2	23918.2	1	1	1	19985.4	19985.4	1	1	1
A0A068U9D1	A0A068U9D1	A0A068U9D1_COFCA	GSCOC_T00019512001	100	Homo sapiens	1:Experimental evidence at protein level	GTP-binding nuclear protein	1.0	1.0	1	1	1	1		5701780.0	5701780.0	1	1	1	257577.0	257577.0	1	1	1	477311.0	477311.0	1	1	1	2402440.0	2402440.0	1	1	1	1330730.0	1330730.0	1	1	1	304894.0	304894.0	1	1	1
A0A068U9D1;A0A068U511	A0A068U9D1;A0A068U511	A0A068U511_COFCA;A0A068U9D1_COFCA	GSCOC_T00019512001;GSCOC_T00041982001	100	Homo sapiens	1:Experimental evidence at protein level	GTP-binding nuclear protein	1.0	1.0	1	1	1	1		5323790.0	5323790.0	1	1	1	3756290.0	3756290.0	1	1	1	3384410.0	3384410.0	1	1	1	7455330.0	7455330.0	1	1	1	7396290.0	7396290.0	1	1	1	6147760.0	6147760.0	1	1	1
A0A068U9L7	A0A068U9L7	A0A068U9L7_COFCA	GSCOC_T00019892001	100	Homo sapiens	1:Experimental evidence at protein level	Small heat shock protein, chloroplastic	1.0	1.0	1	1	1	1		1680970.0	1680970.0	1	1	1	1513590.0	1513590.0	1	1	1	1280000.0	1280000.0	1	1	1	782683.0	782683.0	1	1	1	779917.0	779917.0	1	1	1	719702.0	719702.0	1	1	1
A0A068UA15	A0A068UA15	A0A068UA15_COFCA	GSCOC_T00020411001	100	Homo sapiens	1:Experimental evidence at protein level	Peptide methionine sulfoxide reductase	1.0	1.0	1	1	1	1		135929.0	135929.0	1	1	1			1	1	1			1	1	1	1060020.0	1060020.0	1	1	1	984110.0	984110.0	1	1	1	1084700.0	1084700.0	1	1	1
A0A068UAI4	A0A068UAI4	A0A068UAI4_COFCA	GSCOC_T00020269001	100	Homo sapiens	1:Experimental evidence at protein level	Iron-binding zinc finger CDGSH type domain-containing protein	1.0	1.0	1	1	1	1		39554.1	39554.1	1	1	1	30433.3	30433.3	1	1	1	29353.5	29353.5	1	1	1	84500.1	84500.1	1	1	1	93537.3	93537.3	1	1	1	96771.3	96771.3	1	1	1
A0A068UAI4;A0A068UQV3;A0A068VFH3	A0A068UAI4;A0A068UQV3;A0A068VFH3	A0A068UAI4_COFCA;A0A068UQV3_COFCA;A0A068VFH3_COFCA	GSCOC_T00001518001;GSCOC_T00020269001;GSCOC_T00031674001	100	Homo sapiens	1:Experimental evidence at protein level	Iron-binding zinc finger CDGSH type domain-containing protein	1.0	1.0	1	1	1	1		68354.0	68354.0	1	1	1	69717.0	69717.0	1	1	1	79334.9	79334.9	1	1	1	250370.0	250370.0	1	1	1	215040.0	215040.0	1	1	1	111976.0	111976.0	1	1	1
A0A068UAL9	A0A068UAL9	A0A068UAL9_COFCA	GSCOC_T00020168001	100	Homo sapiens	1:Experimental evidence at protein level	HMA domain-containing protein	1.0	1.0	1	1	1	1		2761910.0	2761910.0	1	1	1	2957190.0	2957190.0	1	1	1	3272970.0	3272970.0	1	1	1			1	1	1			1	1	1			1	1	1
A0A068UAU6	A0A068UAU6	A0A068UAU6_COFCA	GSCOC_T00020757001	100	Homo sapiens	1:Experimental evidence at protein level	Glycosyltransferase	1.0	1.0	1	1	1	1		230142.0	230142.0	1	1	1	168038.0	168038.0	1	1	1	199862.0	199862.0	1	1	1	2329040.0	2329040.0	1	1	1			1	1	1			1	1	1
A0A068UB31	A0A068UB31	A0A068UB31_COFCA	GSCOC_T00021012001	100	Homo sapiens	1:Experimental evidence at protein level	aconitate hydratase	1.0	1.0	1	1	1	1		130515.0	130515.0	1	1	1	177571.0	177571.0	1	1	1	134755.0	134755.0	1	1	1	347766.0	347766.0	1	1	1	288721.0	288721.0	1	1	1	180517.0	180517.0	1	1	1
A0A068UB44;A0A068VHN4	A0A068UB44;A0A068VHN4	A0A068UB44_COFCA;A0A068VHN4_COFCA	GSCOC_T00012272001;GSCOC_T00021036001	100	Homo sapiens	1:Experimental evidence at protein level	SUI1 domain-containing protein	1.0	1.0	1	1	1	1		46114.9	46114.9	1	1	1			1	1	1			1	1	1	190767.0	190767.0	1	1	1	118972.0	118972.0	1	1	1	124482.0	124482.0	1	1	1
A0A068UB81;A0A068V3Y9	A0A068UB81;A0A068V3Y9	A0A068UB81_COFCA;A0A068V3Y9_COFCA	GSCOC_T00019776001;GSCOC_T00042940001	100	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein	1.0	1.0	1	1	1	1		301120.0	301120.0	1	1	1	291212.0	291212.0	1	1	1	229213.0	229213.0	1	1	1	121710.0	121710.0	1	1	1	171821.0	171821.0	1	1	1	177229.0	177229.0	1	1	1
A0A068UBH2	A0A068UBH2	A0A068UBH2_COFCA	GSCOC_T00021228001	100	Homo sapiens	1:Experimental evidence at protein level	Thioredoxin domain-containing protein	1.0	1.0	1	1	1	1		274384.0	274384.0	1	1	1	280482.0	280482.0	1	1	1	248736.0	248736.0	1	1	1	4747770.0	4747770.0	1	1	1	5703360.0	5703360.0	1	1	1	5285140.0	5285140.0	1	1	1
A0A068UBK1	A0A068UBK1	A0A068UBK1_COFCA	GSCOC_T00021264001	100	Homo sapiens	1:Experimental evidence at protein level	protein-serine/threonine phosphatase	1.0	1.0	1	1	1	1		974043.0	974043.0	1	1	1	828596.0	828596.0	1	1	1	852761.0	852761.0	1	1	1	550052.0	550052.0	1	1	1	625964.0	625964.0	1	1	1	569696.0	569696.0	1	1	1
A0A068UBK1;A0A068V2N8	A0A068UBK1;A0A068V2N8	A0A068UBK1_COFCA;A0A068V2N8_COFCA	GSCOC_T00021264001;GSCOC_T00042286001	100	Homo sapiens	1:Experimental evidence at protein level	protein-serine/threonine phosphatase	1.0	1.0	1	1	1	1		1104660.0	1104660.0	1	1	1	1099520.0	1099520.0	1	1	1	888549.0	888549.0	1	1	1	802194.0	802194.0	1	1	1	796110.0	796110.0	1	1	1	873250.0	873250.0	1	1	1
A0A068UBP7;A0A068VCB0	A0A068UBP7;A0A068VCB0	A0A068UBP7_COFCA;A0A068VCB0_COFCA	GSCOC_T00012967001;GSCOC_T00021323001	100	Homo sapiens	1:Experimental evidence at protein level	Malate dehydrogenase	1.0	1.0	1	1	1	1				1	1	1			1	1	1			1	1	1	48541.6	48541.6	1	1	1	84894.9	84894.9	1	1	1	11885.6	11885.6	1	1	1
A0A068UBX1	A0A068UBX1	A0A068UBX1_COFCA	GSCOC_T00021336001	100	Homo sapiens	1:Experimental evidence at protein level	DJ-1/PfpI domain-containing protein	1.0	1.0	1	1	1	1		26987.2	26987.2	1	1	1	106606.0	106606.0	1	1	1			1	1	1	329590.0	329590.0	1	1	1	386825.0	386825.0	1	1	1	360836.0	360836.0	1	1	1
A0A068UCK6	A0A068UCK6	A0A068UCK6_COFCA	GSCOC_T00021577001	100	Homo sapiens	1:Experimental evidence at protein level	ribose-phosphate diphosphokinase	1.0	1.0	1	1	1	1		688724.0	688724.0	1	1	1	508081.0	508081.0	1	1	1	504231.0	504231.0	1	1	1			1	1	1	104800.0	104800.0	1	1	1			1	1	1
A0A068UD11	A0A068UD11	A0A068UD11_COFCA	GSCOC_T00021535001	100	Homo sapiens	1:Experimental evidence at protein level	Glucose-1-phosphate adenylyltransferase	1.0	1.0	1	1	1	1				1	1	1	301781.0	301781.0	1	1	1			1	1	1			1	1	1			1	1	1			1	1	1
A0A068UD94	A0A068UD94	A0A068UD94_COFCA	GSCOC_T00023422001	100	Homo sapiens	1:Experimental evidence at protein level	fructose-bisphosphatase	1.0	1.0	1	1	1	1		205001.0	205001.0	1	1	1	235830.0	235830.0	1	1	1	221146.0	221146.0	1	1	1	1254320.0	1254320.0	1	1	1	1554080.0	1554080.0	1	1	1	1390580.0	1390580.0	1	1	1
A0A068UDF0	A0A068UDF0	A0A068UDF0_COFCA	GSCOC_T00021590001	100	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein	1.0	1.0	1	1	1	1		62985.3	62985.3	1	1	1	62965.3	62965.3	1	1	1	23171.8	23171.8	1	1	1			1	1	1	35639.5	35639.5	1	1	1			1	1	1
A0A068UDJ6;A0A068UMX2	A0A068UDJ6;A0A068UMX2	A0A068UDJ6_COFCA;A0A068UMX2_COFCA	GSCOC_T00023550001;GSCOC_T00028126001	100	Homo sapiens	1:Experimental evidence at protein level	Histone H4	1.0	1.0	1	1	1	1		2348090.0	2348090.0	1	1	1	1645040.0	1645040.0	1	1	1	1563670.0	1563670.0	1	1	1	2870740.0	2870740.0	1	1	1	1013160.0	1013160.0	1	1	1	696471.0	696471.0	1	1	1
A0A068UDW7	A0A068UDW7	A0A068UDW7_COFCA	GSCOC_T00021115001	100	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein	1.0	1.0	1	1	1	1		9594.12	9594.12	1	1	1	9216.52	9216.52	1	1	1	7447.21	7447.21	1	1	1			1	1	1			1	1	1			1	1	1
A0A068UE46	A0A068UE46	A0A068UE46_COFCA	GSCOC_T00023673001	100	Homo sapiens	1:Experimental evidence at protein level	Valine--tRNA ligase, mitochondrial	1.0	1.0	1	1	1	1		2892770.0	2892770.0	1	1	1	2236150.0	2236150.0	1	1	1			1	1	1			1	1	1			1	1	1			1	1	1
A0A068UE68	A0A068UE68	A0A068UE68_COFCA	GSCOC_T00023706001	100	Homo sapiens	1:Experimental evidence at protein level	Adenosine kinase	1.0	1.0	1	1	1	1				1	1	1			1	1	1			1	1	1	251971.0	251971.0	1	1	1	44479.2	44479.2	1	1	1			1	1	1
A0A068UEK0	A0A068UEK0	A0A068UEK0_COFCA	GSCOC_T00023529001	100	Homo sapiens	1:Experimental evidence at protein level	Actin	1.0	1.0	1	1	1	1		1396670.0	1396670.0	1	1	1	93710.0	93710.0	1	1	1	151830.0	151830.0	1	1	1	130329.0	130329.0	1	1	1	100433.0	100433.0	1	1	1			1	1	1
A0A068UEM6;A0A068V702	A0A068UEM6;A0A068V702	A0A068UEM6_COFCA;A0A068V702_COFCA	GSCOC_T00015628001;GSCOC_T00024108001	100	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein bL9c	1.0	1.0	1	1	1	1				1	1	1			1	1	1	105633.0	105633.0	1	1	1	22487.2	22487.2	1	1	1	20901.5	20901.5	1	1	1			1	1	1
A0A068UEN7;A0A068VNV4	A0A068UEN7;A0A068VNV4	A0A068UEN7_COFCA;A0A068VNV4_COFCA	GSCOC_T00005696001;GSCOC_T00021467001	100	Homo sapiens	1:Experimental evidence at protein level	Tyrosinase copper-binding domain-containing protein	1.0	1.0	1	1	1	1				1	1	1			1	1	1			1	1	1			1	1	1			1	1	1	49903.4	49903.4	1	1	1
A0A068UF51	A0A068UF51	A0A068UF51_COFCA	GSCOC_T00022930001	100	Homo sapiens	1:Experimental evidence at protein level	PsbP C-terminal domain-containing protein	1.0	1.0	1	1	1	1				1	1	1	97463.6	97463.6	1	1	1	11525.4	11525.4	1	1	1	138740.0	138740.0	1	1	1	233749.0	233749.0	1	1	1	207814.0	207814.0	1	1	1
A0A068UFC9	A0A068UFC9	A0A068UFC9_COFCA	GSCOC_T00023116001	100	Homo sapiens	1:Experimental evidence at protein level	Chlorophyll a-b binding protein, chloroplastic	1.0	1.0	1	1	1	1				1	1	1	262190.0	262190.0	1	1	1			1	1	1			1	1	1			1	1	1			1	1	1
A0A068UFL5;A0A068VFW2	A0A068UFL5;A0A068VFW2	A0A068UFL5_COFCA;A0A068VFW2_COFCA	GSCOC_T00012414001;GSCOC_T00024178001	100	Homo sapiens	1:Experimental evidence at protein level	RuBisCO large subunit-binding protein subunit alpha	1.0	1.0	1	1	1	1		64813.9	64813.9	1	1	1	11417.2	11417.2	1	1	1			1	1	1	391226.0	391226.0	1	1	1	322810.0	322810.0	1	1	1	281011.0	281011.0	1	1	1
A0A068UFN9	A0A068UFN9	A0A068UFN9_COFCA	GSCOC_T00024491001	100	Homo sapiens	1:Experimental evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase	1.0	1.0	1	1	1	1		226741.0	226741.0	1	1	1	252269.0	252269.0	1	1	1	182953.0	182953.0	1	1	1	506738.0	506738.0	1	1	1	492109.0	492109.0	1	1	1	852144.0	852144.0	1	1	1
A0A068UFN9;A0A068VCI9	A0A068UFN9;A0A068VCI9	A0A068UFN9_COFCA;A0A068VCI9_COFCA	GSCOC_T00004222001;GSCOC_T00024491001	100	Homo sapiens	1:Experimental evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase	1.0	1.0	1	1	1	1		532345.0	532345.0	1	1	1	465106.0	465106.0	1	1	1	479621.0	479621.0	1	1	1	1443800.0	1443800.0	1	1	1	1558490.0	1558490.0	1	1	1	1214290.0	1214290.0	1	1	1
A0A068UFQ2;A0A068U2T1;A0A068V4T9;A0A068VBE0	A0A068UFQ2;A0A068U2T1;A0A068V4T9;A0A068VBE0	A0A068U2T1_COFCA;A0A068UFQ2_COFCA;A0A068V4T9_COFCA;A0A068VBE0_COFCA	GSCOC_T00010187001;GSCOC_T00015408001;GSCOC_T00024643001;GSCOC_T00039860001	100	Homo sapiens	1:Experimental evidence at protein level	peptidylprolyl isomerase	1.0	1.0	1	1	1	1		267611.0	267611.0	1	1	1	358264.0	358264.0	1	1	1	231490.0	231490.0	1	1	1	1476650.0	1476650.0	1	1	1	1719500.0	1719500.0	1	1	1	1622830.0	1622830.0	1	1	1
A0A068UFU7	A0A068UFU7	A0A068UFU7_COFCA	GSCOC_T00024577001	100	Homo sapiens	1:Experimental evidence at protein level	Major facilitator superfamily (MFS) profile domain-containing protein	1.0	1.0	1	1	1	1		6910160.0	6910160.0	1	1	1	9966260.0	9966260.0	1	1	1	6724880.0	6724880.0	1	1	1	7497350.0	7497350.0	1	1	1	8747980.0	8747980.0	1	1	1	9202300.0	9202300.0	1	1	1
A0A068UFZ8	A0A068UFZ8	A0A068UFZ8_COFCA	GSCOC_T00024232001	100	Homo sapiens	1:Experimental evidence at protein level	Protein disulfide-isomerase	1.0	1.0	1	1	1	1		78445.0	78445.0	1	1	1	25448.9	25448.9	1	1	1	25508.9	25508.9	1	1	1			1	1	1	32365.7	32365.7	1	1	1	17554.4	17554.4	1	1	1
A0A068UG19	A0A068UG19	A0A068UG19_COFCA	GSCOC_T00024799001	100	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein	1.0	1.0	1	1	1	1		282897.0	282897.0	1	1	1	185710.0	185710.0	1	1	1			1	1	1	221448.0	221448.0	1	1	1	205040.0	205040.0	1	1	1			1	1	1
A0A068UGD4	A0A068UGD4	A0A068UGD4_COFCA	GSCOC_T00024578001	100	Homo sapiens	1:Experimental evidence at protein level	Thioredoxin domain-containing protein	1.0	1.0	1	1	1	1		27008.1	27008.1	1	1	1	42480.5	42480.5	1	1	1			1	1	1	43483.8	43483.8	1	1	1	31863.0	31863.0	1	1	1	26718.7	26718.7	1	1	1
A0A068UGE1	A0A068UGE1	A0A068UGE1_COFCA	GSCOC_T00024591001	100	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein	1.0	1.0	1	1	1	1		143771.0	143771.0	1	1	1	190677.0	190677.0	1	1	1	137916.0	137916.0	1	1	1	49125.9	49125.9	1	1	1	51756.2	51756.2	1	1	1	57847.8	57847.8	1	1	1
A0A068UGH4;A0A068V667	A0A068UGH4;A0A068V667	A0A068UGH4_COFCA;A0A068V667_COFCA	GSCOC_T00024521001;GSCOC_T00043088001	100	Homo sapiens	1:Experimental evidence at protein level	1,4-alpha-glucan branching enzyme	1.0	1.0	1	1	1	1		110386.0	110386.0	1	1	1	73431.8	73431.8	1	1	1	63356.6	63356.6	1	1	1	17328.0	17328.0	1	1	1	164803.0	164803.0	1	1	1	14762.3	14762.3	1	1	1
A0A068UGP0	A0A068UGP0	A0A068UGP0_COFCA	GSCOC_T00024721001	100	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein	1.0	1.0	1	1	1	1				1	1	1	301708.0	301708.0	1	1	1	134662.0	134662.0	1	1	1	737171.0	737171.0	1	1	1	1087620.0	1087620.0	1	1	1	992691.0	992691.0	1	1	1
A0A068UGS8	A0A068UGS8	A0A068UGS8_COFCA	GSCOC_T00025099001	100	Homo sapiens	1:Experimental evidence at protein level	Peptidase C1A papain C-terminal domain-containing protein	1.0	1.0	1	1	1	1		931452.0	931452.0	1	1	1	793975.0	793975.0	1	1	1	774586.0	774586.0	1	1	1	2241680.0	2241680.0	1	1	1	2252380.0	2252380.0	1	1	1	2317590.0	2317590.0	1	1	1
A0A068UH36	A0A068UH36	A0A068UH36_COFCA	GSCOC_T00025100001	100	Homo sapiens	1:Experimental evidence at protein level	Peptidase C1A propeptide domain-containing protein	1.0	1.0	1	1	1	1		593213.0	593213.0	1	1	1	747150.0	747150.0	1	1	1	669558.0	669558.0	1	1	1	1432550.0	1432550.0	1	1	1	1667140.0	1667140.0	1	1	1	1643510.0	1643510.0	1	1	1
A0A068UHA0;A0A068UI86	A0A068UHA0;A0A068UI86	A0A068UHA0_COFCA;A0A068UI86_COFCA	GSCOC_T00025471001;GSCOC_T00025473001	100	Homo sapiens	1:Experimental evidence at protein level	UDP-glucose iridoid glucosyltransferase-like	1.0	1.0	1	1	1	1				1	1	1			1	1	1			1	1	1	15258.4	15258.4	1	1	1	18116.9	18116.9	1	1	1	85452.2	85452.2	1	1	1
A0A068UHL0	A0A068UHL0	A0A068UHL0_COFCA	GSCOC_T00025005001	100	Homo sapiens	1:Experimental evidence at protein level	Citrate synthase	1.0	1.0	1	1	1	1				1	1	1	149081.0	149081.0	1	1	1			1	1	1			1	1	1			1	1	1	339151.0	339151.0	1	1	1
A0A068UHL5	A0A068UHL5	A0A068UHL5_COFCA	GSCOC_T00025101001	100	Homo sapiens	1:Experimental evidence at protein level	Peptidase C1A papain C-terminal domain-containing protein	1.0	1.0	1	1	1	1		443029.0	443029.0	1	1	1	351592.0	351592.0	1	1	1	437102.0	437102.0	1	1	1	1230560.0	1230560.0	1	1	1	1370620.0	1370620.0	1	1	1	1340540.0	1340540.0	1	1	1
A0A068UI43	A0A068UI43	A0A068UI43_COFCA	GSCOC_T00024515001	100	Homo sapiens	1:Experimental evidence at protein level	Catalase	1.0	1.0	1	1	1	1				1	1	1	133871.0	133871.0	1	1	1			1	1	1			1	1	1			1	1	1			1	1	1
A0A068UIT5	A0A068UIT5	A0A068UIT5_COFCA	GSCOC_T00024827001	100	Homo sapiens	1:Experimental evidence at protein level	COP9 signalosome complex subunit 4	1.0	1.0	1	1	1	1		590729.0	590729.0	1	1	1			1	1	1			1	1	1			1	1	1			1	1	1			1	1	1
